date,retailer,category,sales_qty,price,promotion
2026-03-29,dmart,Groceries & Staples,140,181.0,0
2026-03-29,dmart,Beverages & Cold Drinks,239,323.08,1
2026-03-29,dmart,Personal Care,78,165.8,0
2026-03-29,dmart,Apparels & Innerwear,60,97.24,0
2026-03-29,vmart,Stationery & Books,204,384.71,1
2026-03-29,vmart,Ready-to-Eat & Instant Food,103,315.11,0
2026-03-29,vmart,Groceries & Staples,98,463.27,0
2026-03-29,vmart,Beverages & Cold Drinks,167,88.86,0
2026-03-29,vmart,Personal Care,116,454.67,0
2026-03-29,vmart,Apparels & Innerwear,131,368.89,1
2026-03-29,local,Stationery & Books,166,343.91,0
2026-03-29,local,Ready-to-Eat & Instant Food,266,368.5,0
2026-03-29,local,Groceries & Staples,48,184.97,0
2026-03-29,local,Beverages & Cold Drinks,78,350.1,0
2026-03-29,local,Personal Care,53,125.48,0
2026-03-29,local,Apparels & Innerwear,98,474.08,0
2026-03-30,dmart,Stationery & Books,83,430.82,0
2026-03-30,dmart,Ready-to-Eat & Instant Food,55,296.39,0
2026-03-30,dmart,Groceries & Staples,76,482.83,0
2026-03-30,dmart,Beverages & Cold Drinks,118,262.97,0
2026-03-30,dmart,Personal Care,57,167.24,0
2026-03-30,dmart,Apparels & Innerwear,35,313.38,0
2026-03-30,vmart,Stationery & Books,100,91.86,1
2026-03-30,vmart,Ready-to-Eat & Instant Food,69,243.15,0
2026-03-30,vmart,Groceries & Staples,74,227.23,1
2026-03-30,vmart,Beverages & Cold Drinks,85,332.11,0
2026-03-30,vmart,Personal Care,31,460.14,0
2026-03-30,vmart,Apparels & Innerwear,93,402.74,0
2026-03-30,local,Stationery & Books,167,218.38,1
2026-03-30,local,Ready-to-Eat & Instant Food,163,51.46,0
2026-03-30,local,Groceries & Staples,45,365.91,0
2026-03-30,local,Beverages & Cold Drinks,158,444.55,0
2026-03-30,local,Personal Care,54,184.22,0
2026-03-30,local,Apparels & Innerwear,28,131.76,0
2026-03-31,dmart,Stationery & Books,81,498.56,0
2026-03-31,dmart,Ready-to-Eat & Instant Food,87,116.17,0
2026-03-31,dmart,Groceries & Staples,88,309.49,0
2026-03-31,dmart,Beverages & Cold Drinks,114,291.05,0
2026-03-31,dmart,Personal Care,47,461.04,0
2026-03-31,dmart,Apparels & Innerwear,29,422.53,0
2026-03-31,vmart,Stationery & Books,44,451.69,0
2026-03-31,vmart,Ready-to-Eat & Instant Food,59,496.39,0
2026-03-31,vmart,Groceries & Staples,34,463.58,0
2026-03-31,vmart,Beverages & Cold Drinks,67,378.89,0
2026-03-31,vmart,Personal Care,33,493.44,0
2026-03-31,vmart,Apparels & Innerwear,112,153.98,0
2026-03-31,local,Stationery & Books,119,219.87,0
2026-03-31,local,Ready-to-Eat & Instant Food,192,437.16,0
2026-03-31,local,Groceries & Staples,65,209.71,0
2026-03-31,local,Beverages & Cold Drinks,67,94.43,0
2026-03-31,local,Personal Care,30,95.92,0
2026-03-31,local,Apparels & Innerwear,41,135.59,0
2026-04-01,dmart,Stationery & Books,85,282.18,0
2026-04-01,dmart,Ready-to-Eat & Instant Food,129,50.64,0
2026-04-01,dmart,Groceries & Staples,94,215.78,0
2026-04-01,dmart,Beverages & Cold Drinks,172,145.58,1
2026-04-01,dmart,Personal Care,54,220.54,1
2026-04-01,dmart,Apparels & Innerwear,46,212.03,1
2026-04-01,vmart,Stationery & Books,139,252.19,0
2026-04-01,vmart,Ready-to-Eat & Instant Food,67,163.52,0
2026-04-01,vmart,Groceries & Staples,33,479.29,0
2026-04-01,vmart,Beverages & Cold Drinks,67,354.83,1
2026-04-01,vmart,Personal Care,36,384.76,0
2026-04-01,vmart,Apparels & Innerwear,100,321.61,0
2026-04-01,local,Stationery & Books,168,150.87,0
2026-04-01,local,Ready-to-Eat & Instant Food,147,277.8,0
2026-04-01,local,Groceries & Staples,67,276.4,0
2026-04-01,local,Beverages & Cold Drinks,157,85.47,0
2026-04-01,local,Personal Care,41,50.89,0
2026-04-01,local,Apparels & Innerwear,36,175.81,0
2026-04-02,dmart,Stationery & Books,100,402.69,0
2026-04-02,dmart,Ready-to-Eat & Instant Food,51,165.85,0
2026-04-02,dmart,Groceries & Staples,116,147.25,0
2026-04-02,dmart,Beverages & Cold Drinks,160,371.84,0
2026-04-02,dmart,Personal Care,57,257.14,0
2026-04-02,dmart,Apparels & Innerwear,53,58.24,0
2026-04-02,vmart,Stationery & Books,81,334.19,0
2026-04-02,vmart,Ready-to-Eat & Instant Food,68,326.98,0
2026-04-02,vmart,Groceries & Staples,37,247.76,0
2026-04-02,vmart,Beverages & Cold Drinks,165,329.32,1
2026-04-02,vmart,Personal Care,43,499.14,0
2026-04-02,vmart,Apparels & Innerwear,92,447.27,0
2026-04-02,local,Stationery & Books,95,368.01,0
2026-04-02,local,Ready-to-Eat & Instant Food,139,193.8,0
2026-04-02,local,Groceries & Staples,84,177.29,0
2026-04-02,local,Beverages & Cold Drinks,127,46.02,1
2026-04-02,local,Personal Care,64,261.14,0
2026-04-02,local,Apparels & Innerwear,80,193.28,1
2026-04-03,dmart,Stationery & Books,54,465.19,0
2026-04-03,dmart,Ready-to-Eat & Instant Food,67,429.61,0
2026-04-03,dmart,Groceries & Staples,72,285.97,0
2026-04-03,dmart,Beverages & Cold Drinks,212,492.37,0
2026-04-03,dmart,Personal Care,57,378.82,0
2026-04-03,dmart,Apparels & Innerwear,51,214.19,0
2026-04-03,vmart,Stationery & Books,107,386.01,0
2026-04-03,vmart,Ready-to-Eat & Instant Food,97,459.85,0
2026-04-03,vmart,Groceries & Staples,47,269.76,0
2026-04-03,vmart,Beverages & Cold Drinks,73,55.76,0
2026-04-03,vmart,Personal Care,76,344.82,1
2026-04-03,vmart,Apparels & Innerwear,112,72.41,0
2026-04-03,local,Stationery & Books,184,169.57,1
2026-04-03,local,Ready-to-Eat & Instant Food,196,131.77,0
2026-04-03,local,Groceries & Staples,70,42.92,1
2026-04-03,local,Beverages & Cold Drinks,102,434.79,0
2026-04-03,local,Personal Care,64,359.13,0
2026-04-03,local,Apparels & Innerwear,31,490.34,0
2026-04-04,dmart,Stationery & Books,158,336.83,0
2026-04-04,dmart,Ready-to-Eat & Instant Food,171,115.08,0
2026-04-04,dmart,Groceries & Staples,105,367.01,0
2026-04-04,dmart,Beverages & Cold Drinks,190,146.22,0
2026-04-04,dmart,Personal Care,63,381.18,0
2026-04-04,dmart,Apparels & Innerwear,53,361.87,0
2026-04-04,vmart,Stationery & Books,157,109.42,1
2026-04-04,vmart,Ready-to-Eat & Instant Food,87,357.97,0
2026-04-04,vmart,Groceries & Staples,75,343.1,0
2026-04-04,vmart,Beverages & Cold Drinks,101,223.7,0
2026-04-04,vmart,Personal Care,53,175.57,0
2026-04-04,vmart,Apparels & Innerwear,140,485.02,0
2026-04-04,local,Stationery & Books,230,353.57,0
2026-04-04,local,Ready-to-Eat & Instant Food,223,122.63,1
2026-04-04,local,Groceries & Staples,81,396.24,0
2026-04-04,local,Beverages & Cold Drinks,94,71.62,0
2026-04-04,local,Personal Care,75,219.55,0
2026-04-04,local,Apparels & Innerwear,87,50.11,0
2026-04-05,dmart,Stationery & Books,167,200.51,0
2026-04-05,dmart,Ready-to-Eat & Instant Food,101,144.37,0
2026-04-05,dmart,Groceries & Staples,110,345.4,0
2026-04-05,dmart,Beverages & Cold Drinks,260,51.52,0
2026-04-05,dmart,Personal Care,46,497.73,0
2026-04-05,dmart,Apparels & Innerwear,83,192.69,1
2026-04-05,vmart,Stationery & Books,77,61.59,0
2026-04-05,vmart,Ready-to-Eat & Instant Food,137,168.26,0
2026-04-05,vmart,Groceries & Staples,90,499.13,0
2026-04-05,vmart,Beverages & Cold Drinks,90,89.16,0
2026-04-05,vmart,Personal Care,82,340.14,0
2026-04-05,vmart,Apparels & Innerwear,145,253.02,0
2026-04-05,local,Stationery & Books,158,56.87,0
2026-04-05,local,Ready-to-Eat & Instant Food,110,423.84,0
2026-04-05,local,Groceries & Staples,67,478.71,0
2026-04-05,local,Beverages & Cold Drinks,128,217.43,0
2026-04-05,local,Personal Care,110,149.43,0
2026-04-05,local,Apparels & Innerwear,107,309.73,0
2026-04-06,dmart,Stationery & Books,76,197.22,0
2026-04-06,dmart,Ready-to-Eat & Instant Food,39,72.39,0
2026-04-06,dmart,Groceries & Staples,98,206.08,0
2026-04-06,dmart,Beverages & Cold Drinks,142,365.02,0
2026-04-06,dmart,Personal Care,56,400.73,0
2026-04-06,dmart,Apparels & Innerwear,57,180.12,0
2026-04-06,vmart,Stationery & Books,85,103.63,0
2026-04-06,vmart,Ready-to-Eat & Instant Food,120,368.19,1
2026-04-06,vmart,Groceries & Staples,43,315.24,0
2026-04-06,vmart,Beverages & Cold Drinks,69,474.37,0
2026-04-06,vmart,Personal Care,49,96.05,0
2026-04-06,vmart,Apparels & Innerwear,82,450.81,0
2026-04-06,local,Stationery & Books,131,420.47,0
2026-04-06,local,Ready-to-Eat & Instant Food,88,87.78,0
2026-04-06,local,Groceries & Staples,29,66.42,0
2026-04-06,local,Beverages & Cold Drinks,55,416.55,0
2026-04-06,local,Personal Care,39,159.13,0
2026-04-06,local,Apparels & Innerwear,75,412.01,0
2026-04-07,dmart,Stationery & Books,130,474.44,0
2026-04-07,dmart,Ready-to-Eat & Instant Food,80,394.13,0
2026-04-07,dmart,Groceries & Staples,120,55.14,1
2026-04-07,dmart,Beverages & Cold Drinks,115,333.15,0
2026-04-07,dmart,Personal Care,58,358.88,1
2026-04-07,dmart,Apparels & Innerwear,55,382.37,0
2026-04-07,vmart,Stationery & Books,69,210.0,0
2026-04-07,vmart,Ready-to-Eat & Instant Food,111,218.1,0
2026-04-07,vmart,Groceries & Staples,30,488.96,0
2026-04-07,vmart,Beverages & Cold Drinks,91,438.77,0
2026-04-07,vmart,Personal Care,71,241.06,0
2026-04-07,vmart,Apparels & Innerwear,67,117.25,0
2026-04-07,local,Stationery & Books,97,135.94,0
2026-04-07,local,Ready-to-Eat & Instant Food,129,431.94,0
2026-04-07,local,Groceries & Staples,58,335.66,0
2026-04-07,local,Beverages & Cold Drinks,81,444.99,0
2026-04-07,local,Personal Care,79,439.47,0
2026-04-07,local,Apparels & Innerwear,58,371.88,0
2026-04-08,dmart,Stationery & Books,92,275.83,0
2026-04-08,dmart,Ready-to-Eat & Instant Food,82,188.61,0
2026-04-08,dmart,Groceries & Staples,93,133.2,0
2026-04-08,dmart,Beverages & Cold Drinks,158,281.83,1
2026-04-08,dmart,Personal Care,40,215.69,0
2026-04-08,dmart,Apparels & Innerwear,55,205.35,0
2026-04-08,vmart,Stationery & Books,144,248.8,1
2026-04-08,vmart,Ready-to-Eat & Instant Food,131,359.4,1
2026-04-08,vmart,Groceries & Staples,90,344.58,0
2026-04-08,vmart,Beverages & Cold Drinks,110,353.08,0
2026-04-08,vmart,Personal Care,74,128.37,0
2026-04-08,vmart,Apparels & Innerwear,119,295.0,0
2026-04-08,local,Stationery & Books,90,453.52,0
2026-04-08,local,Ready-to-Eat & Instant Food,190,119.29,0
2026-04-08,local,Groceries & Staples,42,312.58,0
2026-04-08,local,Beverages & Cold Drinks,123,300.02,0
2026-04-08,local,Personal Care,37,107.31,0
2026-04-08,local,Apparels & Innerwear,31,254.89,0
2026-04-09,dmart,Stationery & Books,114,54.57,0
2026-04-09,dmart,Ready-to-Eat & Instant Food,67,252.06,0
2026-04-09,dmart,Groceries & Staples,86,295.36,0
2026-04-09,dmart,Beverages & Cold Drinks,88,461.21,0
2026-04-09,dmart,Personal Care,73,384.69,0
2026-04-09,dmart,Apparels & Innerwear,50,319.12,1
2026-04-09,vmart,Stationery & Books,82,243.82,0
2026-04-09,vmart,Ready-to-Eat & Instant Food,120,455.08,0
2026-04-09,vmart,Groceries & Staples,52,150.26,0
2026-04-09,vmart,Beverages & Cold Drinks,154,63.12,0
2026-04-09,vmart,Personal Care,85,193.06,1
2026-04-09,vmart,Apparels & Innerwear,76,377.7,0
2026-04-09,local,Stationery & Books,139,217.43,0
2026-04-09,local,Ready-to-Eat & Instant Food,91,142.11,0
2026-04-09,local,Groceries & Staples,54,389.56,0
2026-04-09,local,Beverages & Cold Drinks,92,488.13,0
2026-04-09,local,Personal Care,45,361.15,0
2026-04-09,local,Apparels & Innerwear,67,338.44,1
2026-04-10,dmart,Stationery & Books,53,68.96,0
2026-04-10,dmart,Ready-to-Eat & Instant Food,86,342.81,0
2026-04-10,dmart,Groceries & Staples,110,81.33,0
2026-04-10,dmart,Beverages & Cold Drinks,93,459.52,0
2026-04-10,dmart,Personal Care,43,436.4,0
2026-04-10,dmart,Apparels & Innerwear,66,445.35,0
2026-04-10,vmart,Stationery & Books,69,270.08,0
2026-04-10,vmart,Ready-to-Eat & Instant Food,82,202.24,0
2026-04-10,vmart,Groceries & Staples,56,422.16,0
2026-04-10,vmart,Beverages & Cold Drinks,122,251.03,0
2026-04-10,vmart,Personal Care,45,397.02,0
2026-04-10,vmart,Apparels & Innerwear,80,154.8,0
2026-04-10,local,Stationery & Books,112,301.38,0
2026-04-10,local,Ready-to-Eat & Instant Food,102,396.84,0
2026-04-10,local,Groceries & Staples,42,486.3,0
2026-04-10,local,Beverages & Cold Drinks,159,381.1,1
2026-04-10,local,Personal Care,59,462.61,0
2026-04-10,local,Apparels & Innerwear,81,51.63,1
2026-04-11,dmart,Stationery & Books,113,457.02,0
2026-04-11,dmart,Ready-to-Eat & Instant Food,99,489.3,0
2026-04-11,dmart,Groceries & Staples,172,337.25,1
2026-04-11,dmart,Beverages & Cold Drinks,247,364.46,0
2026-04-11,dmart,Personal Care,66,276.37,0
2026-04-11,dmart,Apparels & Innerwear,79,221.7,0
2026-04-11,vmart,Stationery & Books,85,392.84,0
2026-04-11,vmart,Ready-to-Eat & Instant Food,58,253.46,0
2026-04-11,vmart,Groceries & Staples,101,447.93,0
2026-04-11,vmart,Beverages & Cold Drinks,78,461.82,0
2026-04-11,vmart,Personal Care,153,385.73,1
2026-04-11,vmart,Apparels & Innerwear,108,264.5,0
2026-04-11,local,Stationery & Books,143,280.3,0
2026-04-11,local,Ready-to-Eat & Instant Food,232,468.52,0
2026-04-11,local,Groceries & Staples,89,249.51,0
2026-04-11,local,Beverages & Cold Drinks,106,365.66,0
2026-04-11,local,Personal Care,113,222.0,1
2026-04-11,local,Apparels & Innerwear,67,90.78,1
2026-04-12,dmart,Stationery & Books,115,247.79,0
2026-04-12,dmart,Ready-to-Eat & Instant Food,110,170.71,0
2026-04-12,dmart,Groceries & Staples,178,323.03,0
2026-04-12,dmart,Beverages & Cold Drinks,178,283.0,0
2026-04-12,dmart,Personal Care,57,61.45,0
2026-04-12,dmart,Apparels & Innerwear,47,107.12,0
2026-04-12,vmart,Stationery & Books,144,498.26,0
2026-04-12,vmart,Ready-to-Eat & Instant Food,60,356.05,0
2026-04-12,vmart,Groceries & Staples,88,276.18,0
2026-04-12,vmart,Beverages & Cold Drinks,209,237.07,0
2026-04-12,vmart,Personal Care,102,101.06,0
2026-04-12,vmart,Apparels & Innerwear,104,448.39,0
2026-04-12,local,Stationery & Books,219,235.01,1
2026-04-12,local,Ready-to-Eat & Instant Food,262,158.54,0
2026-04-12,local,Groceries & Staples,70,150.98,0
2026-04-12,local,Beverages & Cold Drinks,191,445.43,0
2026-04-12,local,Personal Care,54,211.46,0
2026-04-12,local,Apparels & Innerwear,50,260.82,0
2026-04-13,dmart,Stationery & Books,74,206.37,0
2026-04-13,dmart,Ready-to-Eat & Instant Food,89,361.08,0
2026-04-13,dmart,Groceries & Staples,84,382.99,1
2026-04-13,dmart,Beverages & Cold Drinks,99,83.8,0
2026-04-13,dmart,Personal Care,27,373.18,0
2026-04-13,dmart,Apparels & Innerwear,30,451.35,0
2026-04-13,vmart,Stationery & Books,55,325.83,0
2026-04-13,vmart,Ready-to-Eat & Instant Food,75,112.96,0
2026-04-13,vmart,Groceries & Staples,57,447.85,0
2026-04-13,vmart,Beverages & Cold Drinks,165,328.72,1
2026-04-13,vmart,Personal Care,42,317.3,0
2026-04-13,vmart,Apparels & Innerwear,106,382.59,0
2026-04-13,local,Stationery & Books,218,323.91,1
2026-04-13,local,Ready-to-Eat & Instant Food,115,280.85,0
2026-04-13,local,Groceries & Staples,37,216.94,0
2026-04-13,local,Beverages & Cold Drinks,104,474.67,0
2026-04-13,local,Personal Care,59,230.79,0
2026-04-13,local,Apparels & Innerwear,54,360.14,0
2026-04-14,dmart,Stationery & Books,63,443.07,0
2026-04-14,dmart,Ready-to-Eat & Instant Food,120,253.14,1
2026-04-14,dmart,Groceries & Staples,62,210.39,0
2026-04-14,dmart,Beverages & Cold Drinks,91,64.41,0
2026-04-14,dmart,Personal Care,49,217.89,0
2026-04-14,dmart,Apparels & Innerwear,65,459.69,0
2026-04-14,vmart,Stationery & Books,115,281.18,0
2026-04-14,vmart,Ready-to-Eat & Instant Food,106,267.32,0
2026-04-14,vmart,Groceries & Staples,90,252.71,0
2026-04-14,vmart,Beverages & Cold Drinks,129,138.88,0
2026-04-14,vmart,Personal Care,75,278.9,0
2026-04-14,vmart,Apparels & Innerwear,94,132.94,0
2026-04-14,local,Stationery & Books,88,277.93,0
2026-04-14,local,Ready-to-Eat & Instant Food,133,456.33,0
2026-04-14,local,Groceries & Staples,60,282.13,0
2026-04-14,local,Beverages & Cold Drinks,95,417.44,0
2026-04-14,local,Personal Care,74,205.12,1
2026-04-14,local,Apparels & Innerwear,61,463.42,0
2026-04-15,dmart,Stationery & Books,111,306.5,0
2026-04-15,dmart,Ready-to-Eat & Instant Food,83,75.99,0
2026-04-15,dmart,Groceries & Staples,80,90.42,1
2026-04-15,dmart,Beverages & Cold Drinks,196,171.26,1
2026-04-15,dmart,Personal Care,39,498.95,0
2026-04-15,dmart,Apparels & Innerwear,48,191.66,1
2026-04-15,vmart,Stationery & Books,107,392.37,0
2026-04-15,vmart,Ready-to-Eat & Instant Food,99,250.91,0
2026-04-15,vmart,Groceries & Staples,65,157.33,1
2026-04-15,vmart,Beverages & Cold Drinks,174,322.14,1
2026-04-15,vmart,Personal Care,61,192.57,1
2026-04-15,vmart,Apparels & Innerwear,85,68.89,0
2026-04-15,local,Stationery & Books,113,62.74,0
2026-04-15,local,Ready-to-Eat & Instant Food,154,141.01,0
2026-04-15,local,Groceries & Staples,45,86.78,0
2026-04-15,local,Beverages & Cold Drinks,74,262.4,1
2026-04-15,local,Personal Care,35,154.47,0
2026-04-15,local,Apparels & Innerwear,35,310.74,0
2026-04-16,dmart,Stationery & Books,62,352.2,0
2026-04-16,dmart,Ready-to-Eat & Instant Food,102,90.9,0
2026-04-16,dmart,Groceries & Staples,68,369.77,0
2026-04-16,dmart,Beverages & Cold Drinks,94,314.35,0
2026-04-16,dmart,Personal Care,33,461.93,0
2026-04-16,dmart,Apparels & Innerwear,44,376.92,0
2026-04-16,vmart,Stationery & Books,106,150.18,0
2026-04-16,vmart,Ready-to-Eat & Instant Food,90,201.11,0
2026-04-16,vmart,Groceries & Staples,76,89.7,0
2026-04-16,vmart,Beverages & Cold Drinks,122,381.67,0
2026-04-16,vmart,Personal Care,41,336.88,1
2026-04-16,vmart,Apparels & Innerwear,66,162.32,0
2026-04-16,local,Stationery & Books,99,455.48,0
2026-04-16,local,Ready-to-Eat & Instant Food,155,137.71,0
2026-04-16,local,Groceries & Staples,74,75.83,0
2026-04-16,local,Beverages & Cold Drinks,78,369.39,0
2026-04-16,local,Personal Care,50,385.3,0
2026-04-16,local,Apparels & Innerwear,42,149.51,0
2026-04-17,dmart,Stationery & Books,118,70.08,1
2026-04-17,dmart,Ready-to-Eat & Instant Food,106,248.58,0
2026-04-17,dmart,Groceries & Staples,82,379.77,0
2026-04-17,dmart,Beverages & Cold Drinks,134,207.8,0
2026-04-17,dmart,Personal Care,29,458.89,0
2026-04-17,dmart,Apparels & Innerwear,68,241.06,0
2026-04-17,vmart,Stationery & Books,72,345.78,0
2026-04-17,vmart,Ready-to-Eat & Instant Food,90,363.61,0
2026-04-17,vmart,Groceries & Staples,100,398.91,1
2026-04-17,vmart,Beverages & Cold Drinks,115,397.08,0
2026-04-17,vmart,Personal Care,61,192.91,0
2026-04-17,vmart,Apparels & Innerwear,99,256.75,0
2026-04-17,local,Stationery & Books,140,162.55,0
2026-04-17,local,Ready-to-Eat & Instant Food,143,230.11,0
2026-04-17,local,Groceries & Staples,45,446.0,0
2026-04-17,local,Beverages & Cold Drinks,151,334.6,0
2026-04-17,local,Personal Care,54,91.81,0
2026-04-17,local,Apparels & Innerwear,32,154.37,0
2026-04-18,dmart,Stationery & Books,125,299.01,0
2026-04-18,dmart,Ready-to-Eat & Instant Food,228,313.38,1
2026-04-18,dmart,Groceries & Staples,120,123.53,0
2026-04-18,dmart,Beverages & Cold Drinks,302,368.14,1
2026-04-18,dmart,Personal Care,99,164.9,0
2026-04-18,dmart,Apparels & Innerwear,106,381.28,0
2026-04-18,vmart,Stationery & Books,66,304.38,0
2026-04-18,vmart,Ready-to-Eat & Instant Food,98,90.96,0
2026-04-18,vmart,Groceries & Staples,72,264.92,0
2026-04-18,vmart,Beverages & Cold Drinks,97,115.34,0
2026-04-18,vmart,Personal Care,52,256.0,0
2026-04-18,vmart,Apparels & Innerwear,123,296.16,0
2026-04-18,local,Stationery & Books,190,312.58,0
2026-04-18,local,Ready-to-Eat & Instant Food,187,456.37,0
2026-04-18,local,Groceries & Staples,100,329.62,1
2026-04-18,local,Beverages & Cold Drinks,126,282.54,0
2026-04-18,local,Personal Care,85,325.75,1
2026-04-18,local,Apparels & Innerwear,47,393.77,0
2026-04-19,dmart,Stationery & Books,136,119.83,0
2026-04-19,dmart,Ready-to-Eat & Instant Food,176,50.52,1
2026-04-19,dmart,Groceries & Staples,125,441.38,0
2026-04-19,dmart,Beverages & Cold Drinks,144,438.75,0
2026-04-19,dmart,Personal Care,101,112.1,0
2026-04-19,dmart,Apparels & Innerwear,82,461.58,0
2026-04-19,vmart,Stationery & Books,69,115.88,0
2026-04-19,vmart,Ready-to-Eat & Instant Food,80,86.33,0
2026-04-19,vmart,Groceries & Staples,104,85.93,0
2026-04-19,vmart,Beverages & Cold Drinks,86,100.25,0
2026-04-19,vmart,Personal Care,76,381.13,0
2026-04-19,vmart,Apparels & Innerwear,166,114.42,1
2026-04-19,local,Stationery & Books,148,404.93,0
2026-04-19,local,Ready-to-Eat & Instant Food,209,178.53,0
2026-04-19,local,Groceries & Staples,87,89.14,0
2026-04-19,local,Beverages & Cold Drinks,102,134.09,0
2026-04-19,local,Personal Care,70,79.69,0
2026-04-19,local,Apparels & Innerwear,70,81.66,0
2026-04-20,dmart,Stationery & Books,52,70.21,1
2026-04-20,dmart,Ready-to-Eat & Instant Food,70,262.26,0
2026-04-20,dmart,Groceries & Staples,78,131.42,1
2026-04-20,dmart,Beverages & Cold Drinks,109,413.85,0
2026-04-20,dmart,Personal Care,71,219.82,0
2026-04-20,dmart,Apparels & Innerwear,77,84.91,0
2026-04-20,vmart,Stationery & Books,43,246.08,0
2026-04-20,vmart,Ready-to-Eat & Instant Food,110,210.09,0
2026-04-20,vmart,Groceries & Staples,34,473.03,0
2026-04-20,vmart,Beverages & Cold Drinks,145,343.42,1
2026-04-20,vmart,Personal Care,73,347.37,0
2026-04-20,vmart,Apparels & Innerwear,101,408.63,0
2026-04-20,local,Stationery & Books,126,156.87,0
2026-04-20,local,Ready-to-Eat & Instant Food,239,236.36,1
2026-04-20,local,Groceries & Staples,48,277.59,0
2026-04-20,local,Beverages & Cold Drinks,134,104.3,0
2026-04-20,local,Personal Care,60,51.43,0
2026-04-20,local,Apparels & Innerwear,50,105.15,0
2026-04-21,dmart,Stationery & Books,118,438.41,0
2026-04-21,dmart,Ready-to-Eat & Instant Food,121,276.44,0
2026-04-21,dmart,Groceries & Staples,102,459.43,0
2026-04-21,dmart,Beverages & Cold Drinks,189,119.76,0
2026-04-21,dmart,Personal Care,57,386.07,1
2026-04-21,dmart,Apparels & Innerwear,44,277.03,0
2026-04-21,vmart,Stationery & Books,54,274.46,1
2026-04-21,vmart,Ready-to-Eat & Instant Food,50,367.2,0
2026-04-21,vmart,Groceries & Staples,47,321.57,0
2026-04-21,vmart,Beverages & Cold Drinks,113,215.14,1
2026-04-21,vmart,Personal Care,64,112.07,0
2026-04-21,vmart,Apparels & Innerwear,98,62.54,0
2026-04-21,local,Stationery & Books,89,211.62,0
2026-04-21,local,Ready-to-Eat & Instant Food,169,460.33,0
2026-04-21,local,Groceries & Staples,69,105.15,0
2026-04-21,local,Beverages & Cold Drinks,130,68.56,0
2026-04-21,local,Personal Care,41,61.43,0
2026-04-21,local,Apparels & Innerwear,49,355.67,0
2026-04-22,dmart,Stationery & Books,57,218.51,0
2026-04-22,dmart,Ready-to-Eat & Instant Food,105,202.96,0
2026-04-22,dmart,Groceries & Staples,131,47.86,1
2026-04-22,dmart,Beverages & Cold Drinks,135,479.46,0
2026-04-22,dmart,Personal Care,56,295.37,0
2026-04-22,dmart,Apparels & Innerwear,38,376.27,0
2026-04-22,vmart,Stationery & Books,83,249.77,0
2026-04-22,vmart,Ready-to-Eat & Instant Food,49,61.45,0
2026-04-22,vmart,Groceries & Staples,50,392.77,0
2026-04-22,vmart,Beverages & Cold Drinks,116,282.22,0
2026-04-22,vmart,Personal Care,41,200.13,0
2026-04-22,vmart,Apparels & Innerwear,91,444.51,0
2026-04-22,local,Stationery & Books,123,122.83,0
2026-04-22,local,Ready-to-Eat & Instant Food,213,136.2,1
2026-04-22,local,Groceries & Staples,42,299.5,0
2026-04-22,local,Beverages & Cold Drinks,123,108.78,0
2026-04-22,local,Personal Care,31,383.17,0
2026-04-22,local,Apparels & Innerwear,92,185.91,1
2026-04-23,dmart,Stationery & Books,131,92.97,1
2026-04-23,dmart,Ready-to-Eat & Instant Food,76,420.96,0
2026-04-23,dmart,Groceries & Staples,106,377.86,1
2026-04-23,dmart,Beverages & Cold Drinks,198,422.14,0
2026-04-23,dmart,Personal Care,62,365.91,0
2026-04-23,dmart,Apparels & Innerwear,70,62.48,0
2026-04-23,vmart,Stationery & Books,81,368.61,0
2026-04-23,vmart,Ready-to-Eat & Instant Food,99,104.79,0
2026-04-23,vmart,Groceries & Staples,39,206.68,0
2026-04-23,vmart,Beverages & Cold Drinks,64,95.7,0
2026-04-23,vmart,Personal Care,53,224.49,0
2026-04-23,vmart,Apparels & Innerwear,84,483.25,0
2026-04-23,local,Stationery & Books,113,256.58,1
2026-04-23,local,Ready-to-Eat & Instant Food,121,486.54,0
2026-04-23,local,Groceries & Staples,51,483.57,0
2026-04-23,local,Beverages & Cold Drinks,127,208.98,0
2026-04-23,local,Personal Care,54,408.04,0
2026-04-23,local,Apparels & Innerwear,80,178.67,0
2026-04-24,dmart,Stationery & Books,103,216.33,0
2026-04-24,dmart,Ready-to-Eat & Instant Food,98,81.42,0
2026-04-24,dmart,Groceries & Staples,115,412.44,0
2026-04-24,dmart,Beverages & Cold Drinks,87,373.68,0
2026-04-24,dmart,Personal Care,50,246.88,0
2026-04-24,dmart,Apparels & Innerwear,93,385.78,0
2026-04-24,vmart,Stationery & Books,73,372.85,0
2026-04-24,vmart,Ready-to-Eat & Instant Food,174,300.28,1
2026-04-24,vmart,Groceries & Staples,74,354.74,1
2026-04-24,vmart,Beverages & Cold Drinks,159,160.24,0
2026-04-24,vmart,Personal Care,65,50.5,0
2026-04-24,vmart,Apparels & Innerwear,95,139.11,0
2026-04-24,local,Stationery & Books,90,254.11,0
2026-04-24,local,Ready-to-Eat & Instant Food,124,225.09,0
2026-04-24,local,Groceries & Staples,71,234.92,0
2026-04-24,local,Beverages & Cold Drinks,141,137.74,0
2026-04-24,local,Personal Care,86,328.4,0
2026-04-24,local,Apparels & Innerwear,78,392.02,1
2026-04-25,dmart,Stationery & Books,95,417.68,0
